2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Keep-Alive: timeout=5, max=100
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Connection: Keep-Alive
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Connection can be kept alive for 5000 MILLISECONDS
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "{"url": "https://api.kiip.me/1.0/transaction/verify", "status_code": 400, "message": "Invalid OAuth signature", "error": true}"
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Releasing connection org.apache.http.impl.conn.ManagedClientConnectionImpl@465fadce
2012-06-20 13:38:58,278 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Connection can be kept alive for 5000 MILLISECONDS
2012-06-20 13:38:58,279 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Get connection for route {s}->https://api.kiip.me
2012-06-20 13:38:58,279 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Stale connection check
2012-06-20 13:38:58,280 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAddCookies - CookieSpec selected: best-match
2012-06-20 13:38:58,280 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAuthCache - Auth cache not set in the context
2012-06-20 13:38:58,280 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestProxyAuthentication - Proxy auth state: UNCHALLENGED
2012-06-20 13:38:58,280 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Attempt 1 to execute request
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Sending request: POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "POST /1.0/transaction/verify HTTP/1.1[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="3568822710445919546", oauth_signature="onQjHvTbolBGB9sEkOvG56nMOnM%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340224737", oauth_version="1.0"[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Length: 557[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type: multipart/form-data; boundary=CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Host: api.kiip.me[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "User-Agent: Apache-HttpClient/4.2 (java 1.5)[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:38:58,281 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="3568822710445919546", oauth_signature="onQjHvTbolBGB9sEkOvG56nMOnM%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340224737", oauth_version="1.0"
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Length: 557
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Type: multipart/form-data; boundary=CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Host: api.kiip.me
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Connection: Keep-Alive
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> User-Agent: Apache-HttpClient/4.2 (java 1.5)
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Disposition"
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "form-data; name="app_key""
2012-06-20 13:38:58,282 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "text/plain; charset=US-ASCII"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Transfer-Encoding"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "8bit"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,283 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "d6c7530ce4dc64ecbff535e521a241e3"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Disposition"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "form-data; name="receipt""
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type"
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,284 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "text/plain; charset=US-ASCII"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Transfer-Encoding"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "8bit"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,285 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "{"signature":"f5dcbefaa733d43164c2bc81e31dca080f05b788","content":"reward_gold","quantity":"4","transaction_id":"4fe0d1828fbab2185e000267"}"
2012-06-20 13:38:58,286 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,286 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,286 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,286 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,286 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,385 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 20
2012-06-20 13:38:58,386 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@338bd37a
2012-06-20 13:38:58,386 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:38:58,386 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@338bd37a, took ~0.0 seconds
2012-06-20 13:38:58,386 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@20e90906
2012-06-20 13:38:58,387 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@20e90906
2012-06-20 13:38:58,585 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "HTTP/1.1 200 OK[\r][\n]"
2012-06-20 13:38:58,585 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Date: Wed, 20 Jun 2012 20:36:43 GMT[\r][\n]"
2012-06-20 13:38:58,585 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Server: Kiip/1.61803398874[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Content-Length: 126[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "X-Git-SHA: 4fa4a3b79787d76baec843667ba49bd67d3dde6d[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Content-Type: text/html; charset=UTF-8[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Via: 1.1 api.kiip.me[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Vary: Accept-Encoding[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Keep-Alive: timeout=5, max=99[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "[\r][\n]"
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Receiving response: HTTP/1.1 200 OK
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << HTTP/1.1 200 OK
2012-06-20 13:38:58,586 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Date: Wed, 20 Jun 2012 20:36:43 GMT
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Server: Kiip/1.61803398874
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Content-Length: 126
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << X-Git-SHA: 4fa4a3b79787d76baec843667ba49bd67d3dde6d
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Content-Type: text/html; charset=UTF-8
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Via: 1.1 api.kiip.me
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Vary: Accept-Encoding
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Keep-Alive: timeout=5, max=99
2012-06-20 13:38:58,587 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Connection: Keep-Alive
2012-06-20 13:38:58,588 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Connection can be kept alive for 5000 MILLISECONDS
2012-06-20 13:42:35,997 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "{"url": "https://api.kiip.me/1.0/transaction/verify", "status_code": 400, "message": "Invalid OAuth signature", "error": true}"
2012-06-20 13:42:35,999 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Releasing connection org.apache.http.impl.conn.ManagedClientConnectionImpl@1667a232
2012-06-20 13:42:35,999 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Connection can be kept alive for 5000 MILLISECONDS
2012-06-20 13:42:35,999 | ERROR | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EarnFreeDiamondsController - problem with checking kiip reward
org.json.JSONException: JSONObject["success"] not found.
	at org.json.JSONObject.get(JSONObject.java:454)
	at org.json.JSONObject.getBoolean(JSONObject.java:470)
	at com.lvl6.server.controller.EarnFreeDiamondsController.getLegitKiipRewardReceipt(EarnFreeDiamondsController.java:219)
	at com.lvl6.server.controller.EarnFreeDiamondsController.processRequestEvent(EarnFreeDiamondsController.java:123)
	at com.lvl6.server.controller.EventController.processEvent(EventController.java:69)
	at com.lvl6.utils.Wrap.run(Wrap.java:70)
	at java.lang.Thread.run(Thread.java:680)
2012-06-20 13:42:36,001 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Connection 0.0.0.0:57504<->184.72.115.118:443 closed
2012-06-20 13:42:36,002 | INFO  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - Finished processing event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@1d87b360, took ~218.0 seconds
2012-06-20 13:42:36,002 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.EarnFreeDiamondsResponseEvent@6dc98c1b
2012-06-20 13:42:36,002 | DEBUG |  |  | Thread-10 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:42:36,002 | WARN  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@1d87b360 took over 1 seconds
2012-06-20 13:42:36,003 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_ENABLE_APNS_EVENT to player with id 2596, event=com.lvl6.events.response.EarnFreeDiamondsResponseEvent@6dc98c1b
2012-06-20 13:42:36,244 | INFO  |  |  | Thread-10 | SelectAndRead - disconnect: /10.1.10.20, end-of-stream
2012-06-20 14:07:51,699 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 14:07:52,059 | INFO  |  |  | main | C3P0Registry - Initializing c3p0-0.9.2-pre2 [built 18-May-2012 10:14:10 -0400; debug? true; trace: 10]
2012-06-20 14:07:52,159 | INFO  |  |  | main | AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 10, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> c3p0_test_table, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 2rxedm8o393fuggth8jw|28bb494b, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 2rxedm8o393fuggth8jw|28bb494b, idleConnectionTestPeriod -> 7200, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://utopiainstance1.cx558rzcwi45.us-west-1.rds.amazonaws.com/lostnations, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 360000, maxIdleTimeExcessConnections -> 300, maxPoolSize -> 60, maxStatements -> 0, maxStatementsPerConnection -> 30, minPoolSize -> 10, numHelperThreads -> 6, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 7200, usesTraditionalReflectiveProxies -> false ]
2012-06-20 14:07:53,455 | DEBUG |  |  | main | DBConnection - num_connections: 0
2012-06-20 14:07:53,455 | DEBUG |  |  | main | DBConnection - num_busy_connections: 0
2012-06-20 14:07:53,456 | DEBUG |  |  | main | DBConnection - num_idle_connections: 0
2012-06-20 14:07:53,473 | INFO  |  |  | Thread-2 | GameServer - init : Server initializing
2012-06-20 14:07:53,473 | INFO  |  |  | Thread-2 | GameServer - loadEventControllers : Loading event controllers
2012-06-20 14:07:53,480 | INFO  |  |  | Thread-2 | GameServer - loading class: AdminController$1
2012-06-20 14:07:53,484 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: AdminController$1.class
2012-06-20 14:07:53,484 | INFO  |  |  | Thread-2 | GameServer - loading class: AdminController
2012-06-20 14:07:53,485 | DEBUG |  |  | main | BuildStructJobRetrieveUtils - setting static map of build struct job id to build struct job
2012-06-20 14:07:53,512 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: A_ADMIN_UPDATE
2012-06-20 14:07:53,512 | INFO  |  |  | Thread-2 | GameServer - loading class: ArmoryController$1
2012-06-20 14:07:53,514 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: ArmoryController$1.class
2012-06-20 14:07:53,514 | INFO  |  |  | Thread-2 | GameServer - loading class: ArmoryController
2012-06-20 14:07:53,528 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_ARMORY_EVENT
2012-06-20 14:07:53,529 | INFO  |  |  | Thread-2 | GameServer - loading class: BattleController$1
2012-06-20 14:07:53,533 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: BattleController$1.class
2012-06-20 14:07:53,533 | INFO  |  |  | Thread-2 | GameServer - loading class: BattleController
2012-06-20 14:07:53,571 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_BATTLE_EVENT
2012-06-20 14:07:53,571 | INFO  |  |  | Thread-2 | GameServer - loading class: ChangeUserLocationController$1
2012-06-20 14:07:53,572 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: ChangeUserLocationController$1.class
2012-06-20 14:07:53,572 | INFO  |  |  | Thread-2 | GameServer - loading class: ChangeUserLocationController
2012-06-20 14:07:53,577 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_CHANGE_USER_LOCATION_EVENT
2012-06-20 14:07:53,577 | INFO  |  |  | Thread-2 | GameServer - loading class: ChatController$1
2012-06-20 14:07:53,578 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: ChatController$1.class
2012-06-20 14:07:53,578 | INFO  |  |  | Thread-2 | GameServer - loading class: ChatController
2012-06-20 14:07:53,583 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_CHAT_EVENT
